RaceID,Date,Meet,State,RaceNo,Winner,Opening,Starting,Fluctuation,FlucCat,PercFlucCat,PercentDiff,1BiggestFluc,2BiggestFluc,Jockey,Trainer,Ground,GroundCat,Favourite,Top2Flucs
490,25/1/23,Geraldton,Western Australia,3,Designated Drinker,2.9,2.8,0.1,Minimal,Minimal,0.034482759,NO,NO,Peta Edwards,B P Newnham,3,Good,NO,0
491,25/1/23,Geraldton,Western Australia,4,Mocha Dream,1.6,1.75,-0.15,Negative,None/Negative,-0.09375,NO,NO,Brayden Gaerth,A G Durrant,3,Good,YES,0
492,25/1/23,Geraldton,Western Australia,5,Three Sessions,2.7,2.2,0.5,Minimal,Minimal,0.185185185,NO,YES,Peta Edwards,B P Newnham,3,Good,YES,1
493,25/1/23,Geraldton,Western Australia,6,Yes Miss Jane,5.5,3.5,2,Minimal,Decent,0.363636364,NO,YES,Lisa Staples,R Macphilomey,3,Good,YES,1
494,25/1/23,Geraldton,Western Australia,7,Passport,14,8.5,5.5,Big,Big,0.392857143,YES,NO,Victoria Corver,G W Hammarquist,3,Good,NO,1
495,25/1/23,Geraldton,Western Australia,8,Justa Lil Faith,9.5,5,4.5,Small,Big,0.473684211,YES,NO,Natasha Faithfull,J Martin,3,Good,NO,1
496,25/1/23,Pakenham,Victoria,1,Fistsoffury,12,8,4,Small,Decent,0.333333333,NO,YES,Damien Oliver,M & W & J Hawkes,3,Good,NO,1
497,25/1/23,Pakenham,Victoria,2,Patrick,6,3.9,2.1,Small,Decent,0.35,NO,YES,Michael Dee,Ben & J D Hayes,3,Good,YES,1
498,25/1/23,Pakenham,Victoria,3,Dancinginthedark,2.1,3.2,-1.1,Negative,None/Negative,-0.523809524,NO,NO,Ethan Brown,M C Kent,3,Good,NO,0
499,25/1/23,Pakenham,Victoria,4,Tick Tock Boom,17,13,4,Small,Decent,0.235294118,NO,NO,Celine Gaudray,Julius Sandhu,3,Good,NO,0
500,25/1/23,Pakenham,Victoria,5,Dante's Peak,21,23,-2,Negative,None/Negative,-0.095238095,NO,NO,Daniel Stackhouse,D Binaisse,3,Good,NO,0
501,25/1/23,Pakenham,Victoria,6,Sheer Class,10,5,5,Small,Big,0.5,NO,YES,Jamie Mott,Ben & J D Hayes,3,Good,NO,1
502,25/1/23,Pakenham,Victoria,7,Rhinoceros,4,4.4,-0.4,Negative,None/Negative,-0.1,NO,NO,Blake Shinn,E & D Browne,3,Good,NO,0
503,25/1/23,Pakenham,Victoria,8,Suizuro,7,7.5,-0.5,Negative,None/Negative,-0.071428571,NO,NO,Daniel Moor,T Busuttin & N Young,3,Good,NO,0
504,25/1/23,Gosford,New South Wales,1,Dissenter,11,12,-1,Negative,None/Negative,-0.090909091,NO,NO,Tyler Schiller,A Stapleford,4,Good,NO,0
505,25/1/23,Gosford,New South Wales,2,State of America,4.4,4.4,0,No Change,None/Negative,0,NO,NO,Rachel King,David Payne,4,Good,NO,0
506,25/1/23,Gosford,New South Wales,3,Announcing,4.6,3.9,0.7,Minimal,Minimal,0.152173913,NO,NO,Brenton Avdulla,J A O'Shea,4,Good,NO,0
507,25/1/23,Gosford,New South Wales,4,Putt For Dough,5,3.7,1.3,Minimal,Decent,0.26,NO,NO,Winona Costin,Mick Attard,4,Good,NO,0
508,25/1/23,Gosford,New South Wales,5,Nullify,7,11,-4,Negative,None/Negative,-0.571428571,NO,NO,Mitchell Bell,P & P Snowden,4,Good,NO,0
509,25/1/23,Gosford,New South Wales,6,Michelle's Girl,11,27,-16,Negative,None/Negative,-1.454545455,NO,NO,Georgia Dobie,Kellie Nicholls,4,Good,NO,0
510,25/1/23,Gosford,New South Wales,7,Allusionist,6,6.5,-0.5,Negative,None/Negative,-0.083333333,NO,NO,Ashley Morgan,R & W Freedman,4,Good,NO,0
511,26/1/23,Warwick Farm,New South Wales,1,So Audacious,4.6,9,-4.4,Negative,None/Negative,-0.956521739,NO,NO,Rachel King,David Pfeiffer,5,Soft,NO,0
512,26/1/23,Warwick Farm,New South Wales,2,Venelope,10,7.5,2.5,Small,Decent,0.25,NO,NO,Brenton Avdulla,C Maher & D Eustace,5,Soft,NO,0
513,26/1/23,Warwick Farm,New South Wales,3,Watch The Clock,15,8,7,Big,Big,0.466666667,NO,YES,Sam Clipperton,R J Quinton,5,Soft,NO,1
514,26/1/23,Warwick Farm,New South Wales,4,Espirito,26,23,3,Small,Minimal,0.115384615,NO,NO,Winona Costin,Paul Murray,5,Soft,NO,0
515,26/1/23,Warwick Farm,New South Wales,5,Cadetship,3,4.8,-1.8,Negative,None/Negative,-0.6,NO,NO,James McDonald,C J Waller,5,Soft,YES,0
516,26/1/23,Warwick Farm,New South Wales,6,Never Second,9.5,10,-0.5,Negative,None/Negative,-0.052631579,NO,NO,Brett Pebble,Annabel Neasham,5,Soft,NO,0
517,26/1/23,Warwick Farm,New South Wales,7,Chalk Stream,16,21,-5,Negative,None/Negative,-0.3125,NO,NO,Regan Bayliss,C J Waller,5,Soft,NO,0
518,26/1/23,Warwick Farm,New South Wales,8,Wollombi,6,4.5,1.5,Minimal,Decent,0.25,NO,NO,Sam Clipperton,P & P Snowden,5,Soft,NO,0
519,26/1/23,Sandown,Victoria,1,Wahine Toa,4.4,4,0.4,Minimal,Minimal,0.090909091,NO,NO,Matthew Cartwright,C Maher & D Eustace,3,Good,YES,0
520,26/1/23,Sandown,Victoria,2,Wishlor Lass,3.3,3.8,-0.5,Negative,None/Negative,-0.151515152,NO,NO,Josh Cartwright,Symon Wilde,3,Good,NO,0
521,26/1/23,Sandown,Victoria,3,The Instructor,2.5,2,0.5,Minimal,Decent,0.2,NO,NO,Jordan Childs,G Waterhouse & A Bott,3,Good,YES,0
522,26/1/23,Sandown,Victoria,4,De Sonic Boom,8.5,13,-4.5,Negative,None/Negative,-0.529411765,NO,NO,Blake Shinn,A & S Freedman,3,Good,NO,0
523,26/1/23,Sandown,Victoria,5,Blow In,6.5,4.4,2.1,Small,Decent,0.323076923,YES,NO,Craig Williams,Jamie Edwards,3,Good,YES,1
524,26/1/23,Sandown,Victoria,6,Star Patrol,2.2,2.9,-0.7,Negative,None/Negative,-0.318181818,NO,NO,Ben Melham,C W McDonald,3,Good,YES,0
525,26/1/23,Sandown,Victoria,7,Jacquinot,1.75,2.05,-0.3,Negative,None/Negative,-0.171428571,NO,NO,Damian Lane,M Price & M K Jnr,3,Good,YES,0
526,26/1/23,Sandown,Victoria,8,Gentleman Roy,3.1,3.3,-0.2,Negative,None/Negative,-0.064516129,NO,NO,Mark Zahra,Ben & J D Hayes,3,Good,YES,0
527,26/1/23,Murray Bridge,South Australia,1,Classic Holly,3.7,4.6,-0.9,Negative,None/Negative,-0.243243243,NO,NO,M T Voorham,S Burford,3,Good,NO,0
528,26/1/23,Murray Bridge,South Australia,2,Master At Arms,7,9.5,-2.5,Negative,None/Negative,-0.357142857,NO,NO,Jason Holder,S P Gower,3,Good,NO,0
529,26/1/23,Murray Bridge,South Australia,3,Dual Fuel,9,2.8,6.2,Big,Huge,0.688888889,YES,NO,Anna Jordsjo,Peter Hardacre,3,Good,YES,1
530,26/1/23,Murray Bridge,South Australia,4,Batting Above,9.5,7.5,2,Minimal,Decent,0.210526316,NO,NO,Ryan Hurdle,Grant Young,3,Good,NO,0
531,26/1/23,Murray Bridge,South Australia,5,Fleurieu Flipper,3.5,4,-0.5,Negative,None/Negative,-0.142857143,NO,NO,Ellis Wong,R Day,3,Good,NO,0
532,26/1/23,Murray Bridge,South Australia,6,They Call Me Alvin,3.8,3,0.8,Minimal,Decent,0.210526316,NO,YES,Ellis Wong,Shane & C Oxlade,3,Good,NO,1
533,26/1/23,Murray Bridge,South Australia,7,Benz Baron,6,5.5,0.5,Minimal,Minimal,0.083333333,NO,NO,Ryan Hurdle,Grant Young,3,Good,NO,0
534,26/1/23,Darwin,Northern Territory,1,Malibu Edition,7,4.5,2.5,Small,Decent,0.357142857,NO,YES,Sonja Wiseman,Tommy Logan,4,Good,NO,1
535,26/1/23,Darwin,Northern Territory,3,Ankle Rolex,1.45,1.28,0.17,Minimal,Minimal,0.117241379,YES,NO,Jade Hampson,Patrick Johnston,4,Good,YES,1
536,26/1/23,Darwin,Northern Territory,4,Nokondi,4.4,3.2,1.2,Minimal,Decent,0.272727273,NO,YES,Emma Lines,Philip Cole,4,Good,NO,1
537,26/1/23,Darwin,Northern Territory,5,Zoumist,13,6.5,6.5,Big,Big,0.5,YES,NO,Jarrod Todd,Angela Forster,4,Good,NO,1
538,26/1/23,Darwin,Northern Territory,6,Fromthenevernever,4.8,6.5,-1.7,Negative,None/Negative,-0.354166667,NO,NO,Sonja Wiseman,Tommy Logan,4,Good,NO,0
539,27/1/23,Rockhampton,Queensland,1,Alloutatime,3.2,3.4,-0.2,Negative,None/Negative,-0.0625,NO,NO,Justin Stanley,Adrian Coome,8,Heavy,NO,0
540,27/1/23,Rockhampton,Queensland,2,Empire Club,2.15,2.05,0.1,Minimal,Minimal,0.046511628,NO,NO,Jackson Murphy,D W Gardiner,8,Heavy,YES,0
541,27/1/23,Rockhampton,Queensland,3,Siberian Route,2.7,4.2,-1.5,Negative,None/Negative,-0.555555556,NO,NO,Tahlia Fenlon,J H Manzelmann,8,Heavy,NO,0
542,27/1/23,Rockhampton,Queensland,4,Checkers,3.4,6.5,-3.1,Negative,None/Negative,-0.911764706,NO,NO,Justin Stanley,S W Kendrick,8,Heavy,NO,0
543,27/1/23,Rockhampton,Queensland,5,Thisland Is Myland,3,4,-1,Negative,None/Negative,-0.333333333,NO,NO,Les Tilley,G R Green,8,Heavy,NO,0
544,27/1/23,Rockhampton,Queensland,6,Just Let It Out,8,5.5,2.5,Small,Decent,0.3125,NO,YES,Jason Taylor,G R Green,8,Heavy,NO,1
545,27/1/23,Rockhampton,Queensland,7,Dollar Dollar,10,12,-2,Negative,None/Negative,-0.2,NO,NO,Justin Stanley,J E McConachy,8,Heavy,NO,0
546,28/1/23,Alice Springs,Northern Territory,1,Lethal Encounter,2.35,2.8,-0.45,Negative,None/Negative,-0.191489362,NO,NO,Jarrod Todd,D Leech,4,Good,YES,0
547,28/1/23,Alice Springs,Northern Territory,2,Madam Mischief,14,6,8,Big,Big,0.571428571,YES,NO,Sonja Wiseman,D Leech,4,Good,NO,1
548,28/1/23,Alice Springs,Northern Territory,4,Miracoli,5.5,9.5,-4,Negative,None/Negative,-0.727272727,NO,NO,Jarrod Todd,D Leech,4,Good,NO,0
549,28/1/23,Mooney Valley,Victoria,1,Eaton,31,51,-20,Negative,None/Negative,-0.64516129,NO,NO,Teo Nugent,M & L Cerci,4,Good,NO,0
550,28/1/23,Mooney Valley,Victoria,2,Fighting Arrow,5.5,4.8,0.7,Minimal,Minimal,0.127272727,NO,NO,Blake Shinn,Chris Calthorpe,4,Good,NO,0
551,28/1/23,Mooney Valley,Victoria,3,No Secret,10,7.5,2.5,Small,Decent,0.25,NO,YES,Blake Shinn,M D Moroney,4,Good,NO,1
552,28/1/23,Mooney Valley,Victoria,4,Fission,9.5,5.5,4,Small,Big,0.421052632,NO,YES,Ethan Brown,R Griffiths & M De Kock,4,Good,NO,1
553,28/1/23,Mooney Valley,Victoria,5,Mamaragan,4.2,4,0.2,Minimal,Minimal,0.047619048,NO,NO,Blake Shinn,Nick Ryan,4,Good,NO,0
554,28/1/23,Mooney Valley,Victoria,6,Danny's St Darcy,8,6.5,1.5,Minimal,Minimal,0.1875,NO,YES,Celine Gaudray,Archie Alexander,4,Good,NO,1
555,28/1/23,Mooney Valley,Victoria,7,Jigsaw,3.3,3.1,0.2,Minimal,Minimal,0.060606061,NO,NO,Daniel Moor,C Alderson,4,Good,YES,0
556,28/1/23,Mooney Valley,Victoria,8,Kentucky Casanova,5,5.5,-0.5,Negative,None/Negative,-0.1,NO,NO,Laura Lafferty,Michael Huglin,4,Good,NO,0
557,28/1/23,Mooney Valley,Victoria,9,Rambler Rebel,46,23,23,Huge,Big,0.5,NO,YES,Ethan Brown,Michelle Payne,4,Good,NO,1
558,28/1/23,Rosehill,New South Wales,1,Eastern Glow,8.5,7.5,1,Minimal,Minimal,0.117647059,NO,NO,Tyler Schiller,K R Dryden,4,Good,NO,0
559,28/1/23,Rosehill,New South Wales,2,Red Resistance,6,6,0,No Change,None/Negative,0,NO,NO,Brett Pebble,G Waterhouse & A Bott,4,Good,NO,0
560,28/1/23,Rosehill,New South Wales,3,African Daisy,12,10,2,Minimal,Minimal,0.166666667,NO,NO,Chad Schofield,Annabel Neasham,4,Good,NO,0
561,28/1/23,Rosehill,New South Wales,4,Thalassophile,3.7,3.8,-0.1,Negative,None/Negative,-0.027027027,NO,NO,James McDonald,C J Waller,4,Good,YES,0
562,28/1/23,Rosehill,New South Wales,5,Learning To Fly,3.4,4.2,-0.8,Negative,None/Negative,-0.235294118,NO,NO,Chad Schofield,Annabel Neasham,4,Good,NO,0
563,28/1/23,Rosehill,New South Wales,6,Starboreta,7,8.5,-1.5,Negative,None/Negative,-0.214285714,NO,NO,Tyler Schiller,Nathan Doyle,4,Good,NO,0
564,28/1/23,Rosehill,New South Wales,7,Spacewalk,2.4,2.5,-0.1,Negative,None/Negative,-0.041666667,NO,NO,Reece Jones,James Cummings,4,Good,YES,0
565,28/1/23,Rosehill,New South Wales,8,Mariamia,6,4.4,1.6,Minimal,Decent,0.266666667,NO,YES,Tim Clark,Joseph Pride,4,Good,NO,1
566,28/1/23,Rosehill,New South Wales,9,Bold Mac,2.9,3.1,-0.2,Negative,None/Negative,-0.068965517,NO,NO,James McDonald,C J Waller,4,Good,NO,0
567,28/1/23,Rosehill,New South Wales,10,Think About It,2.5,2,0.5,Minimal,Decent,0.2,NO,NO,Sam Clipperton,Joseph Pride,4,Good,YES,0
568,29/1/23,Townsville,Queensland,1,Hey Bull,21,27,-6,Negative,None/Negative,-0.285714286,NO,NO,Carl Spry,Sarah Acornley,5,Soft,NO,0
569,29/1/23,Townsville,Queensland,2,Forseti,5.5,6.5,-1,Negative,None/Negative,-0.181818182,NO,NO,Jackson Murphy,Georgina Bourke,5,Soft,NO,0
570,29/1/23,Townsville,Queensland,3,Ciao Bicky,5.5,4.8,0.7,Minimal,Minimal,0.127272727,YES,NO,Jackson Murphy,Georgina Bourke,5,Soft,NO,1
571,29/1/23,Townsville,Queensland,4,Lenny Rocket,9.5,10,-0.5,Negative,None/Negative,-0.052631579,NO,NO,Melea Castle,J H Manzelmann,5,Soft,NO,0
572,29/1/23,Townsville,Queensland,5,Freddy Barbarossa,14,11,3,Small,Decent,0.214285714,NO,YES,Lacey Morrison,L McCormack,5,Soft,NO,1
573,29/1/23,Townsville,Queensland,6,Tennessee Boy,8.5,7,1.5,Minimal,Minimal,0.176470588,NO,YES,Melea Castle,O Chillemi,5,Soft,NO,1
574,29/1/23,Townsville,Queensland,7,Lily Allez,6.5,6.5,0,No Change,None/Negative,0,NO,NO,Scott Sheargold,R B Williams,5,Soft,NO,0
575,29/1/23,Townsville,Queensland,8,Leadership Spill,4.4,7.5,-3.1,Negative,None/Negative,-0.704545455,NO,NO,Ashley Butler,Tim Cook,5,Soft,NO,0
576,29/1/23,Pinjarra,Western Australia,1,Big Red Hawk,7,8.5,-1.5,Negative,None/Negative,-0.214285714,NO,NO,Brayden Gaerth,A G Durrant,4,Good,NO,0
577,29/1/23,Pinjarra,Western Australia,2,Cruise To Victory,18,9,9,Big,Big,0.5,NO,YES,Keshaw Dhurun,M L Newman,4,Good,NO,1
578,29/1/23,Pinjarra,Western Australia,3,Diamond Scene,3.3,3.4,-0.1,Negative,None/Negative,-0.03030303,NO,NO,William Pike,A G Durrant,4,Good,NO,0
579,29/1/23,Pinjarra,Western Australia,4,Hot Chatter,4.4,3.1,1.3,Minimal,Decent,0.295454545,NO,YES,Lucy Warwick,G & A Williams,4,Good,NO,1
580,29/1/23,Pinjarra,Western Australia,5,Digital Miss,10,6.5,3.5,Small,Decent,0.35,NO,YES,Tayla Childs,D Riordan,4,Good,NO,1
581,29/1/23,Pinjarra,Western Australia,6,Elementary Holmes,11,13,-2,Negative,None/Negative,-0.181818182,NO,NO,Cassie Martinan,R Nairn,4,Good,NO,0
582,29/1/23,Pinjarra,Western Australia,7,Madam Kisses,2.8,2,0.8,Minimal,Decent,0.285714286,NO,NO,Patrick Carbery,B A Miller,4,Good,YES,0
583,29/1/23,Pinjarra,Western Australia,8,All The King's Men,3.2,2.9,0.3,Minimal,Minimal,0.09375,NO,NO,Paul Harvey,T M Andrews,4,Good,YES,0
584,29/1/23,Pinjarra,Western Australia,9,High Commission,16,10,6,Big,Decent,0.375,NO,YES,William Pike,A G Durrant,4,Good,NO,1
585,31/1/23,Kembla Grange,New South Wales,1,Western Front,2.6,2.35,0.25,Minimal,Minimal,0.096153846,NO,YES,Brett Pebble,Annabel Neasham,8,Heavy,YES,1
586,31/1/23,Kembla Grange,New South Wales,2,Copper Moon,35,7,28,Huge,Huge,0.8,YES,NO,Jeff Penza,K J Parker,8,Heavy,NO,1
587,31/1/23,Kembla Grange,New South Wales,3,Rakomelo,2,1.5,0.5,Minimal,Decent,0.25,NO,NO,Sam Clipperton,James Cummings,8,Heavy,YES,0
588,31/1/23,Kembla Grange,New South Wales,4,Tempestas,20,6.5,13.5,Huge,Huge,0.675,NO,YES,E Hennessey,P & M Cave,8,Heavy,NO,1
589,31/1/23,Kembla Grange,New South Wales,5,Jamberoo,26,8,18,Huge,Huge,0.692307692,YES,NO,E Hennessey,D Poidevin-Lane,8,Heavy,NO,1
590,31/1/23,Kembla Grange,New South Wales,6,Whiskey Wisdom,3.9,2,1.9,Minimal,Big,0.487179487,NO,NO,Brock Ryan,Benjamin Smith,8,Heavy,YES,0
591,31/1/23,Kembla Grange,New South Wales,7,Jewellery,3.6,2.8,0.8,Minimal,Decent,0.222222222,NO,NO,Sam Clipperton,James Cummings,8,Heavy,YES,0
592,1/2/23,Canterbury,New South Wales,1,Militarize,4.4,6.5,-2.1,Negative,None/Negative,-0.477272727,NO,NO,James McDonald,C J Waller,4,Good,NO,0
593,1/2/23,Canterbury,New South Wales,2,Alfano,6,3.1,2.9,Small,Big,0.483333333,YES,NO,Tyler Schiller,A J Cummings,4,Good,YES,1
594,1/2/23,Canterbury,New South Wales,3,Byron Belle,6.5,6,0.5,Minimal,Minimal,0.076923077,NO,NO,Jason Collett,J G Sargent,4,Good,NO,0
595,1/2/23,Canterbury,New South Wales,4,Dynamic Impact,4,3.2,0.8,Minimal,Decent,0.2,NO,YES,Jason Collett,Bjorn Baker,4,Good,NO,1
596,1/2/23,Canterbury,New South Wales,5,Field Legend,7,8,-1,Negative,None/Negative,-0.142857143,NO,NO,Brenton Avdulla,C J Waller,4,Good,NO,0
597,1/2/23,Canterbury,New South Wales,6,Mystic Mermaid,5.5,3.3,2.2,Small,Big,0.4,NO,YES,James McDonald,C J Waller,4,Good,YES,1
598,1/2/23,Canterbury,New South Wales,7,Recommendation,5,4.6,0.4,Minimal,Minimal,0.08,NO,NO,Tim Clark,C Maher & D Eustace,4,Good,YES,0
599,1/2/23,Murray Bridge,South Australia,1,Kate's Rebel,2,2.9,-0.9,Negative,None/Negative,-0.45,NO,NO,Justin Potter,S G Padman,4,Good,NO,0
600,1/2/23,Murray Bridge,South Australia,2,Lady Wairua,5,2.3,2.7,Small,Big,0.54,NO,NO,Kayla Crowther,P Stokes,4,Good,YES,0
601,1/2/23,Murray Bridge,South Australia,3,Andrew's Memory,6,17,-11,Negative,None/Negative,-1.833333333,NO,NO,Jeffrey Maund,D Shepherd,4,Good,NO,0
602,1/2/23,Murray Bridge,South Australia,4,Frankel Star,2.25,2.25,0,No Change,None/Negative,0,NO,NO,Caitlyn Munro,M J Seyers,4,Good,YES,0
603,1/2/23,Murray Bridge,South Australia,5,Club Punter,7,8,-1,Negative,None/Negative,-0.142857143,NO,NO,Britney Wong,R Day,4,Good,NO,0
604,1/2/23,Murray Bridge,South Australia,6,Little Rich Boy,4.4,2.1,2.3,Small,Big,0.522727273,YES,NO,Barend Vorster,Grant Young,4,Good,YES,1
605,1/2/23,Murray Bridge,South Australia,7,Rubble,3.9,3,0.9,Minimal,Decent,0.230769231,NO,NO,Kayla Crowther,K Byrnes,4,Good,YES,0
606,2/2/23,Pakenham,Victoria,1,Veight,2.6,5.5,-2.9,Negative,None/Negative,-1.115384615,NO,NO,Damian Lane,T & C McEvoy,7,Soft,NO,0
607,2/2/23,Pakenham,Victoria,2,Crimson Light,3,3.6,-0.6,Negative,None/Negative,-0.2,NO,NO,Carleen Hefel,M C Kent,7,Soft,NO,0
608,2/2/23,Pakenham,Victoria,3,Dodi,5,4.8,0.2,Minimal,Minimal,0.04,NO,NO,Ethan Brown,C Maher & D Eustace,7,Soft,NO,0
609,2/2/23,Pakenham,Victoria,4,Wango Award,11,6,5,Small,Big,0.454545455,NO,YES,Jack Hill,K L Corstens,7,Soft,NO,1
610,2/2/23,Pakenham,Victoria,5,Bel Air,4,3.4,0.6,Minimal,Minimal,0.15,NO,NO,Ben Melham,A & S Freedman,7,Soft,NO,0
611,2/2/23,Pakenham,Victoria,6,Irish Mist,17,13,4,Small,Decent,0.235294118,NO,NO,John Allen,Matthew Smeardon,7,Soft,NO,0
612,2/2/23,Pakenham,Victoria,7,Seafield Road,12,4.4,7.6,Big,Huge,0.633333333,NO,NO,Josh Cartwright,N J Harnett,7,Soft,NO,0
613,2/2/23,Pakenham,Victoria,8,Cable De Vega,5.5,4,1.5,Minimal,Decent,0.272727273,NO,NO,Daniel Stackhouse,Michael Huglin,7,Soft,NO,0
614,2/2/23,Ipswich,Queensland,1,Top Fun,6,1.8,4.2,Small,Huge,0.7,YES,NO,Ben Thompson,T & M Sears,4,Good,YES,1
615,2/2/23,Ipswich,Queensland,2,Spanish King,4.8,4.2,0.6,Minimal,Minimal,0.125,NO,YES,Samantha Collett,Marcus Wilson,4,Good,NO,1
616,2/2/23,Ipswich,Queensland,3,Enterprise Lassie,8.5,7.5,1,Minimal,Minimal,0.117647059,NO,NO,Tegan Harrison,J D Shelton,4,Good,NO,0
617,2/2/23,Ipswich,Queensland,4,Ned's Gully,1.85,1.45,0.4,Minimal,Decent,0.216216216,YES,NO,Jaden Lloyd,P J Wallace,4,Good,YES,1
618,2/2/23,Ipswich,Queensland,5,Granite Prince,67,27,40,Huge,Huge,0.597014925,YES,NO,Isabella Rabjones,Michael Nolan,4,Good,NO,1
619,2/2/23,Ipswich,Queensland,6,Heleva Deel,3.9,2,1.9,Minimal,Big,0.487179487,YES,NO,Cody Collis,M A Currie,4,Good,YES,1
620,2/2/23,Ipswich,Queensland,7,Milagro,6,4.6,1.4,Minimal,Decent,0.233333333,NO,YES,James Orman,Rochelle Pereira,4,Good,NO,1
621,2/2/23,Ipswich,Queensland,8,Stormtrooper,8,6,2,Minimal,Decent,0.25,NO,NO,M S Champkin,Brett Sturgess,4,Good,NO,0
622,3/2/23,Townsville,Queensland,1,Enuff Gold,3.6,3,0.6,Minimal,Minimal,0.166666667,NO,NO,Carl Spry,Bonnie Thompson,5,Soft,YES,0
623,3/2/23,Townsville,Queensland,2,Bravio,6,7.5,-1.5,Negative,None/Negative,-0.25,NO,NO,Justin Stanley,Michael Geaney,5,Soft,NO,0
624,3/2/23,Townsville,Queensland,3,Siberian Route,3.7,2.25,1.45,Minimal,Big,0.391891892,YES,NO,Justin Stanley,J H Manzelmann,5,Soft,YES,1
625,3/2/23,Townsville,Queensland,4,Kick On Command,1.22,1.14,0.08,Negative,Minimal,0.06557377,NO,YES,Ashley Butler,Clinton Taylor,5,Soft,YES,1
626,3/2/23,Townsville,Queensland,5,Isis Carmella,2.9,1.95,0.95,Minimal,Decent,0.327586207,NO,YES,Tahlia Fenlon,K J Miller,5,Soft,YES,1
627,3/2/23,Townsville,Queensland,6,Minokawa,1.95,1.35,0.6,Minimal,Decent,0.307692308,YES,NO,Justin Stanley,Clinton Taylor,5,Soft,YES,1
628,3/2/23,Townsville,Queensland,7,Count of Carford,4.2,2.35,1.85,Minimal,Big,0.44047619,YES,NO,Nathan Day,S J Royes,5,Soft,YES,1
629,3/2/23,Townsville,Queensland,8,Xtrayya,11,2.9,8.1,Big,Huge,0.736363636,YES,NO,Ashley Butler,A M Comerford,5,Soft,YES,1
630,3/2/23,Esperance,Western Australia,1,Mrs Kangaroo,4,4.8,-0.8,Negative,None/Negative,-0.2,NO,NO,Victoria Corver,H Harding,4,Good,NO,0
631,3/2/23,Esperance,Western Australia,2,Special Virtue,7,9,-2,Negative,None/Negative,-0.285714286,NO,NO,Victoria Corver,H Harding,4,Good,NO,0
632,3/2/23,Esperance,Western Australia,3,Yamatai,23,16,7,Big,Decent,0.304347826,NO,NO,Simone Altieri,Georgia Grant,4,Good,NO,0
633,3/2/23,Esperance,Western Australia,4,Al Quepone,6,4.5,1.5,Minimal,Decent,0.25,NO,YES,Renee Forrest,D R Harrison,4,Good,NO,1
634,3/2/23,Esperance,Western Australia,5,Lucie Manette,12,26,-14,Negative,None/Negative,-1.166666667,NO,NO,Kate Witten,B H Hyde,4,Good,NO,0
635,3/2/23,Esperance,Western Australia,6,Fair Justice,4.6,3.4,1.2,Minimal,Decent,0.260869565,NO,YES,Natasha Faithfull,R F Brown,4,Good,YES,1
636,3/2/23,Esperance,Western Australia,7,Market Stryke,2.8,3.3,-0.5,Negative,None/Negative,-0.178571429,NO,NO,Jarrad Noske,Josh Brown,4,Good,YES,0
637,3/2/23,Esperance,Western Australia,8,Wheatstack Thief,6,4.6,1.4,Minimal,Decent,0.233333333,NO,NO,Kayla Cross,F J Hossell,4,Good,NO,0
