RaceID,Date,Meet,State,RaceNo,Winner,Opening,Starting,Fluctuation,FlucCat,PercFlucCat,PercentDiff,1BiggestFluc,2BiggestFluc,Jockey,Trainer,Ground,GroundCat,Favourite,Top2Flucs
164,23/12/22,Cranbourne,Victoria,7,Meiner Legacy,3.2,4,-0.8,Negative,None/Negative,-0.25,NO,NO,Daniel Stackhouse,Aaron Purcell,4,Good,NO,0
165,23/12/22,Cranbourne,Victoria,8,Girello,4,8,-4,Negative,None/Negative,-1,NO,NO,Lachlan Overall,M C Kent,4,Good,NO,0
166,24/12/22,Randwick,New South Wales,1,Fire Lane,11,9,2,Minimal,Minimal,0.181818182,NO,NO,Jay Ford,Brad Widdup,3,Good,NO,0
167,24/12/22,Randwick,New South Wales,2,Mach Schnell,10,12,-2,Negative,None/Negative,-0.2,NO,NO,Joshua Parr,Joseph Pride,3,Good,NO,0
168,24/12/22,Randwick,New South Wales,3,Estadio Mestalla,3.1,3.3,-0.2,Negative,None/Negative,-0.064516129,NO,NO,James McDonald,C J Waller,3,Good,YES,0
169,24/12/22,Randwick,New South Wales,4,Just In Reach,10,13,-3,Negative,None/Negative,-0.3,NO,NO,Dylan Gibbons,S Grills,3,Good,NO,0
170,24/12/22,Randwick,New South Wales,5,Made By Khan,6,4.8,1.2,Minimal,Decent,0.2,NO,NO,Dylan Gibbons,Adam Duggan,3,Good,NO,0
171,24/12/22,Randwick,New South Wales,6,Credit Crunch,19,23,-4,Negative,None/Negative,-0.210526316,NO,NO,Zac Lloyd,Matthew Smith,3,Good,NO,0
172,24/12/22,Randwick,New South Wales,7,Jojo Was A Man,11,7,4,Small,Decent,0.363636364,NO,YES,Reece Jones,John Thompson,3,Good,NO,1
173,24/12/22,Randwick,New South Wales,8,Sunshine In Paris,2.2,2.25,-0.05,Negative,None/Negative,-0.022727273,NO,NO,Zac Lloyd,Annabel Neasham,3,Good,YES,0
174,24/12/22,Randwick,New South Wales,9,Kanazawa,6,4.2,1.8,Minimal,Decent,0.3,NO,NO,Zac Lloyd,James Cummings,3,Good,NO,0
175,24/12/22,Randwick,New South Wales,10,Kalino,5,6,-1,Negative,None/Negative,-0.2,NO,NO,James McDonald,C J Waller,3,Good,NO,0
176,24/12/22,Mooney Valley,Victoria,1,Amur,5,4.6,0.4,Minimal,Minimal,0.08,NO,NO,Damien Oliver,James Cummings,3,Good,NO,0
177,24/12/22,Mooney Valley,Victoria,2,Forbidden City,2.9,3,-0.1,Negative,None/Negative,-0.034482759,NO,NO,Luke Nolen,P G Moody,3,Good,YES,0
178,24/12/22,Mooney Valley,Victoria,3,Inundation,2.15,2.25,-0.1,Negative,None/Negative,-0.046511628,NO,NO,Jamie Kah,M Price & M K Jnr,3,Good,YES,0
179,24/12/22,Mooney Valley,Victoria,4,Rich Fortune,16,5.5,10.5,Huge,Huge,0.65625,YES,NO,Matthew Cartwright,Jerome Hunter,3,Good,NO,1
180,24/12/22,Mooney Valley,Victoria,5,Right You Are,2.6,2.5,0.1,Minimal,Minimal,0.038461538,NO,NO,Ethan Brown,C Maher & D Eustace,3,Good,YES,0
181,24/12/22,Mooney Valley,Victoria,6,Silver Tycoon,18,12,6,Big,Decent,0.333333333,NO,YES,Jarrod Fry,Nathan Dunn,3,Good,NO,1
182,24/12/22,Mooney Valley,Victoria,7,Rambler Rebel,61,61,0,No Change,None/Negative,0,NO,NO,Ethan Brown,Michelle Payne,3,Good,NO,0
183,24/12/22,Mooney Valley,Victoria,8,Wahine Toa,5.5,4.8,0.7,Minimal,Minimal,0.127272727,NO,YES,Matthew Cartwright,C Maher & D Eustace,3,Good,NO,1
184,24/12/22,Mooney Valley,Victoria,9,Magnum Bullet,10,9.5,0.5,Minimal,Minimal,0.05,NO,NO,Neil Farley,M Sell,3,Good,NO,0
185,26/12/22,Sandown,Victoria,1,Snapped,3.8,3.8,0,No Change,None/Negative,0,NO,NO,Matthew Cartwright,A & S Freedman,3,Good,YES,0
186,26/12/22,Sandown,Victoria,2,Dunkel,2.35,1.6,0.75,Minimal,Decent,0.319148936,NO,NO,Harry Coffey,Patrick Payne,3,Good,YES,0
187,26/12/22,Sandown,Victoria,3,St Lawrence,2.55,1.55,1,Minimal,Big,0.392156863,YES,NO,John Allen,C Maher & D Eustace,3,Good,YES,1
188,26/12/22,Sandown,Victoria,4,Nugget,1.9,1.75,0.15,Minimal,Minimal,0.078947368,NO,NO,John Allen,C Maher & D Eustace,3,Good,YES,0
189,26/12/22,Sandown,Victoria,5,Chandon Burj,4.4,3.4,1,Minimal,Decent,0.227272727,NO,YES,Matthew Cartwright,T Busuttin & N Young,3,Good,YES,1
190,26/12/22,Sandown,Victoria,6,Savannah Cloud,3.9,2.9,1,Minimal,Decent,0.256410256,NO,YES,Madison Lloyd,P Stokes,3,Good,NO,1
191,26/12/22,Sandown,Victoria,7,Jigsaw,3.9,3.9,0,No Change,None/Negative,0,NO,NO,Daniel Moor,C Alderson,3,Good,NO,0
192,26/12/22,Sandown,Victoria,8,Diamonds Inthe Sky,8,7,1,Minimal,Minimal,0.125,NO,NO,Linda Meech,P G Moody,3,Good,NO,0
193,26/12/22,Randwick,New South Wales,1,Amor Victorious,4.5,2.9,1.6,Minimal,Decent,0.355555556,NO,NO,Jay Ford,Bjorn Baker,4,Good,YES,0
194,26/12/22,Randwick,New South Wales,2,Pink Baroque,17,14,3,Small,Minimal,0.176470588,NO,NO,Zac Lloyd,C J Waller,4,Good,NO,0
195,26/12/22,Randwick,New South Wales,3,Ramones,6.5,3.7,2.8,Small,Big,0.430769231,NO,YES,Chad Schofield,Joseph Pride,4,Good,YES,1
196,26/12/22,Randwick,New South Wales,4,Zain's Girl,4.4,7,-2.6,Negative,None/Negative,-0.590909091,NO,NO,Tyler Schiller,Mark Newnham,4,Good,NO,0
197,26/12/22,Randwick,New South Wales,5,Irish Kisses,23,19,4,Small,Minimal,0.173913043,NO,YES,Tyler Schiller,T J Bartley,4,Good,NO,1
198,26/12/22,Randwick,New South Wales,6,Diamil,7,7.5,-0.5,Negative,None/Negative,-0.071428571,NO,NO,Jason Collett,J A O'Shea,4,Good,NO,0
199,26/12/22,Randwick,New South Wales,7,Above And Beyond,19,11,8,Big,Big,0.421052632,YES,NO,Tyler Schiller,G Portelli,4,Good,NO,1
200,26/12/22,Randwick,New South Wales,8,Mission Value,31,15,16,Huge,Big,0.516129032,YES,NO,Tyler Schiller,Mark Newnham,4,Good,NO,1
201,31/12/22,Mooney Valley,Victoria,1,Croatian Belle,3.7,2.45,1.25,Minimal,Decent,0.337837838,NO,NO,Michael Dee,Ben & J D Hayes,3,Good,YES,0
202,31/12/22,Mooney Valley,Victoria,2,Dance to Dubai,5.5,4.8,0.7,Minimal,Minimal,0.127272727,NO,NO,Carleen Hefel,P G Moody,3,Good,NO,0
203,31/12/22,Mooney Valley,Victoria,3,Meiner Legacy,5.5,3.9,1.6,Minimal,Decent,0.290909091,NO,NO,Daniel Stackhouse,Aaron Purcell,3,Good,YES,0
204,31/12/22,Mooney Valley,Victoria,4,Highland Jakk,9.5,9.5,0,No Change,None/Negative,0,NO,NO,Craig Williams,Robert Hickmott,3,Good,NO,0
205,31/12/22,Mooney Valley,Victoria,5,Real Sensation,7,7,0,No Change,None/Negative,0,NO,NO,Ben Melham,Luke Oliver,3,Good,NO,0
206,31/12/22,Mooney Valley,Victoria,6,Typhoon Harmony,16,11,5,Small,Decent,0.3125,NO,NO,Craig Williams,Peter Gelagotis,3,Good,NO,0
207,31/12/22,Mooney Valley,Victoria,7,River Noir,3.8,3.1,0.7,Minimal,Minimal,0.184210526,NO,NO,Daniel Stackhouse,P G Moody,3,Good,YES,0
208,31/12/22,Mooney Valley,Victoria,8,She Dances,6,3,3,Small,Big,0.5,YES,NO,Linda Meech,P G Moody,3,Good,YES,1
209,31/12/22,Mooney Valley,Victoria,9,Dazzling Lucy,10,10,0,No Change,None/Negative,0,NO,NO,Jake Noonan,A W Noonan,3,Good,NO,0
210,31/12/22,Randwick,New South Wales,1,Infatuation,5,4.4,0.6,Minimal,Minimal,0.12,NO,NO,Rachel King,Bjorn Baker,4,Good,NO,0
211,31/12/22,Randwick,New South Wales,2,King of Spades,7,7.5,-0.5,Negative,None/Negative,-0.071428571,NO,NO,Zac Lloyd,Danielle Seib,4,Good,NO,0
212,31/12/22,Randwick,New South Wales,3,Yoshino,8,9.5,-1.5,Negative,None/Negative,-0.1875,NO,NO,Zac Lloyd,James Cummings,4,Good,NO,0
213,31/12/22,Randwick,New South Wales,4,Po Kare Kare,3.9,5,-1.1,Negative,None/Negative,-0.282051282,NO,NO,Nash Rawiller,Bryce Heys,4,Good,NO,0
214,31/12/22,Randwick,New South Wales,5,Garrison,12,12,0,No Change,None/Negative,0,NO,NO,Zac Lloyd,K Waugh,4,Good,NO,0
215,31/12/22,Randwick,New South Wales,6,Jojo Was A Man,3.8,4.8,-1,Negative,None/Negative,-0.263157895,NO,NO,Reece Jones,John Thompson,4,Good,NO,0
216,31/12/22,Randwick,New South Wales,7,Too Much Caviar,7.5,8.5,-1,Negative,None/Negative,-0.133333333,NO,NO,Regan Bayliss,G Waterhouse & A Bott,4,Good,NO,0
217,31/12/22,Randwick,New South Wales,8,Dehorned Unicorn,2.7,2.6,0.1,Minimal,Minimal,0.037037037,NO,NO,Sam Clipperton,Joseph Pride,4,Good,YES,0
218,31/12/22,Randwick,New South Wales,9,Banju,10,7.5,2.5,Small,Decent,0.25,NO,YES,Reece Jones,Lyle Chandler,4,Good,NO,1
219,31/12/22,Randwick,New South Wales,10,Cuban Royale,14,18,-4,Negative,None/Negative,-0.285714286,NO,NO,Brock Ryan,R & L Price,4,Good,NO,0
220,1/1/23,Flemington,Victoria,1,Exploring,4,2.15,1.85,Minimal,Big,0.4625,NO,NO,Craig Williams,James Cummings,3,Good,YES,0
221,1/1/23,Flemington,Victoria,2,Papillon Club,3,1.85,1.15,Minimal,Decent,0.383333333,YES,NO,Craig Williams,G Eurell,3,Good,YES,1
222,1/1/23,Flemington,Victoria,3,Wrote To Arataki,3.6,3.4,0.2,Minimal,Minimal,0.055555556,NO,NO,Jamie Kah,M J Williams,3,Good,YES,0
223,1/1/23,Flemington,Victoria,4,Jungle Jim,19,13,6,Big,Decent,0.315789474,NO,NO,Jordan Childs,M D Moroney,3,Good,NO,0
224,1/1/23,Flemington,Victoria,5,Hasseltoff,7,4,3,Small,Big,0.428571429,YES,NO,Craig Williams,Tom Dabernig,3,Good,YES,1
225,1/1/23,Flemington,Victoria,6,Corner Pocket,4.5,4.2,0.3,Minimal,Minimal,0.066666667,NO,YES,Declan Bates,L Smith,3,Good,NO,1
226,1/1/23,Flemington,Victoria,7,San Huberto,13,7.5,5.5,Big,Big,0.423076923,YES,NO,Ethan Brown,C Maher & D Eustace,3,Good,NO,1
227,1/1/23,Flemington,Victoria,8,Obfuscation,6,5.5,0.5,Minimal,Minimal,0.083333333,NO,NO,Damien Thornton,Simon Zahra,3,Good,NO,0
228,2/1/23,Terang,Victoria,1,Zoom,2.6,1.6,1,Minimal,Decent,0.384615385,YES,NO,John Allen,C Maher & D Eustace,3,Good,YES,1
229,2/1/23,Terang,Victoria,2,New Level,5.5,3.8,1.7,Minimal,Decent,0.309090909,NO,NO,Declan Bates,T & C McEvoy,3,Good,YES,0
230,2/1/23,Terang,Victoria,3,Nevada Breeze,5,9,-4,Negative,None/Negative,-0.8,NO,NO,John Allen,Maddie Raymond,3,Good,NO,0
231,2/1/23,Terang,Victoria,4,Soho Queen,2.6,3.4,-0.8,Negative,None/Negative,-0.307692308,NO,NO,Linda Meech,Tom Dabernig,3,Good,NO,0
232,2/1/23,Terang,Victoria,5,Glitter N Gold,3,2.7,0.3,Minimal,Minimal,0.1,NO,NO,Tom Madden,L Smith,3,Good,YES,0
233,2/1/23,Terang,Victoria,6,Lumber Punk,15,18,-3,Negative,None/Negative,-0.2,NO,NO,Jack Hill,L & T Corstens,3,Good,NO,0
234,2/1/23,Terang,Victoria,7,Jenniferenti,3.5,3.3,0.2,Minimal,Minimal,0.057142857,NO,NO,John Allen,C Maher & D Eustace,3,Good,YES,0
235,3/1/23,Taree,New South Wales,1,Woburn Abbey,6.5,6,0.5,Minimal,Minimal,0.076923077,NO,YES,Dylan Gibbons,P L Shailer,4,Good,NO,1
236,3/1/23,Taree,New South Wales,2,Fine Weather,6,6,0,No Change,None/Negative,0,NO,NO,Ashley Morgan,Mark Stewart,4,Good,NO,0
237,3/1/23,Taree,New South Wales,3,Handsome,1.85,1.3,0.55,Minimal,Decent,0.297297297,YES,NO,Dylan Gibbons,K A Lees,4,Good,YES,1
238,3/1/23,Taree,New South Wales,4,Tavi Time,2.5,1.85,0.65,Minimal,Decent,0.26,NO,NO,Dylan Gibbons,K A Lees,4,Good,YES,0
239,3/1/23,Taree,New South Wales,5,Lady Fraulein,2.7,1.95,0.75,Minimal,Decent,0.277777778,NO,NO,Koby Jennings,Nathan Doyle,4,Good,YES,0
240,3/1/23,Taree,New South Wales,6,Miss Violet,13,7.5,5.5,Big,Big,0.423076923,NO,NO,Ashley Morgan,M S Minervini,4,Good,NO,0
241,3/1/23,Taree,New South Wales,7,Ottilie,5.5,2.7,2.8,Small,Big,0.509090909,NO,NO,Ashley Morgan,J C Deamer,4,Good,YES,0
242,3/1/23,Taree,New South Wales,8,G'day Poopsie,12,7.5,4.5,Small,Decent,0.375,NO,NO,Jenny Duggan,Amanda Davis,4,Good,NO,0
243,4/1/23,Warwick Farm,New South Wales,1,Mad Darcey,4.6,3.3,1.3,Minimal,Decent,0.282608696,NO,YES,Jason Collett,David Pfeiffer,4,Good,YES,1
244,4/1/23,Warwick Farm,New South Wales,2,More Mischief,27,34,-7,Negative,None/Negative,-0.259259259,NO,NO,Kathy O'Hara,A Turner,4,Good,NO,0
245,4/1/23,Warwick Farm,New South Wales,3,Banana Queen,3.5,3.4,0.1,Minimal,Minimal,0.028571429,NO,NO,Dylan Gibbons,G Ryan & S Alexiou,4,Good,NO,0
246,4/1/23,Warwick Farm,New South Wales,4,Just Business,23,20,3,Small,Minimal,0.130434783,NO,NO,Jess Taylor,J C Coyle,4,Good,NO,0
247,4/1/23,Warwick Farm,New South Wales,5,Duke of Buckingham,6,5,1,Minimal,Minimal,0.166666667,NO,NO,Nash Rawiller,David Pfeiffer,4,Good,NO,0
248,4/1/23,Warwick Farm,New South Wales,6,Another Cognac,7.5,3.9,3.6,Small,Big,0.48,YES,NO,Nash Rawiller,Bryce Heys,4,Good,YES,1
249,4/1/23,Geelong,Victoria,1,Monks,4.2,4.2,0,No Change,None/Negative,0,NO,NO,Zac Spain,Lloyd Kennewell,3,Good,NO,0
250,4/1/23,Geelong,Victoria,2,Mr I'm A Believer,2.2,2,0.2,Minimal,Minimal,0.090909091,NO,NO,Linda Meech,P G Moody,3,Good,YES,0
251,4/1/23,Geelong,Victoria,3,Style And Grace,21,18,3,Small,Minimal,0.142857143,NO,NO,Patrick Moloney,G M Moloney,3,Good,NO,0
252,4/1/23,Geelong,Victoria,4,Euro Dandy,5,3.3,1.7,Minimal,Decent,0.34,YES,NO,John Allen,Chris Calthorpe,3,Good,NO,1
253,4/1/23,Geelong,Victoria,5,Princeton Award,4.5,3.5,1,Minimal,Decent,0.222222222,NO,NO,Damien Thornton,Symon Wilde,3,Good,YES,0
254,4/1/23,Geelong,Victoria,6,Mt Niseko,17,15,2,Minimal,Minimal,0.117647059,NO,NO,Michael Dee,Ben & J D Hayes,3,Good,NO,0
255,4/1/23,Geelong,Victoria,7,Savvy Sovereign,4.6,3.6,1,Minimal,Decent,0.217391304,NO,NO,Ben Allen,C Maher & D Eustace,3,Good,NO,0
256,4/1/23,Geelong,Victoria,8,Rosalia,13,6,7,Big,Big,0.538461538,NO,YES,Christine Puls,Patrick Payne,3,Good,YES,1
257,5/1/23,Wagga,New South Wales,1,Supido Beauty,2.6,2.15,0.45,Minimal,Minimal,0.173076923,NO,YES,H Williams,Darrell Burnet,4,Good,NO,1
258,5/1/23,Wagga,New South Wales,2,Burrandana,8.5,3.6,4.9,Small,Big,0.576470588,NO,YES,Molly Bourke,P J Morgan,4,Good,YES,1
259,5/1/23,Wagga,New South Wales,3,Zabellsareringing,8.5,8,0.5,Minimal,Minimal,0.058823529,NO,NO,Molly Bourke,D P Blundell,4,Good,NO,0
260,5/1/23,Wagga,New South Wales,4,Kappy's Angel,4.5,2.05,2.45,Small,Big,0.544444444,YES,NO,Jett Stanley,G J Colvin,4,Good,YES,1
261,5/1/23,Wagga,New South Wales,5,White Foot,51,34,17,Huge,Decent,0.333333333,NO,YES,Billy Owen,Shane Bloomfield,4,Good,NO,1
262,5/1/23,Wagga,New South Wales,6,Harderthantherest,4.8,3.9,0.9,Minimal,Minimal,0.1875,YES,NO,D Budler,K R Dryden,4,Good,YES,1
263,5/1/23,Wagga,New South Wales,7,Invertational,2.3,1.85,0.45,Minimal,Decent,0.195652174,NO,YES,Shaun Guymer,Matthew Kelley,4,Good,YES,1
264,5/1/23,Wagga,New South Wales,8,Participator,2.9,1.95,0.95,Minimal,Decent,0.327586207,YES,NO,Danny Beasley,T P Donnelly,4,Good,YES,1
265,7/1/23,Sandown,Victoria,1,Bistro,2.9,4.6,-1.7,Negative,None/Negative,-0.586206897,NO,NO,Matthew Cartwright,A & S Freedman,3,Good,NO,0
266,7/1/23,Sandown,Victoria,2,So Si Bon,9.5,12,-2.5,Negative,None/Negative,-0.263157895,NO,NO,Jamie Kah,Ben & J D Hayes,3,Good,NO,0
267,7/1/23,Sandown,Victoria,3,Worsfold,2.9,3,-0.1,Negative,None/Negative,-0.034482759,NO,NO,Damien Oliver,Nick Ryan,3,Good,NO,0
268,7/1/23,Sandown,Victoria,4,So You See,3.5,3.8,-0.3,Negative,None/Negative,-0.085714286,NO,NO,Jamie Mott,M D Moroney,3,Good,NO,0
269,7/1/23,Sandown,Victoria,5,On The Lead,13,9.5,3.5,Small,Decent,0.269230769,YES,NO,Brett Pebble,R & W Freedman,3,Good,NO,1
270,7/1/23,Sandown,Victoria,6,Netanyahu,10,10,0,No Change,None/Negative,0,NO,NO,John Allen,L & T Corstens,3,Good,NO,0
271,7/1/23,Sandown,Victoria,7,Riverplate,3.9,4,-0.1,Negative,None/Negative,-0.025641026,NO,NO,Damien Oliver,T Busuttin & N Young,3,Good,YES,0
272,7/1/23,Sandown,Victoria,8,So Unusual,7.5,5.5,2,Minimal,Decent,0.266666667,NO,YES,Dean Holland,T & C McEvoy,3,Good,NO,1
273,7/1/23,Sandown,Victoria,9,No Way Ever,9,7.5,1.5,Minimal,Minimal,0.166666667,NO,NO,Celine Gaudray,C Maher & D Eustace,3,Good,NO,0
274,7/1/23,Rosehill,New South Wales,1,Pokerjack,21,12,9,Big,Big,0.428571429,NO,NO,Amy McLucas,Tash Burleigh,7,Soft,NO,0
275,7/1/23,Rosehill,New South Wales,2,Danish Prince,11,7.5,3.5,Small,Decent,0.318181818,NO,YES,Dylan Gibbons,M C Collins,7,Soft,NO,1
276,7/1/23,Rosehill,New South Wales,3,Passeggiata,2.45,2.2,0.25,Minimal,Minimal,0.102040816,NO,NO,Rachel King,Bjorn Baker,7,Soft,NO,0
277,7/1/23,Rosehill,New South Wales,4,Excelladus,3.7,3.4,0.3,Minimal,Minimal,0.081081081,NO,NO,Nash Rawiller,John Thompson,7,Soft,YES,0
278,7/1/23,Rosehill,New South Wales,5,Frumos,2.9,2.3,0.6,Minimal,Decent,0.206896552,NO,NO,Nash Rawiller,C J Waller,7,Soft,YES,0
279,7/1/23,Rosehill,New South Wales,6,Vreneli,4.6,4,0.6,Minimal,Minimal,0.130434783,NO,NO,Regan Bayliss,G Waterhouse & A Bott,7,Soft,YES,0
280,7/1/23,Rosehill,New South Wales,7,Mission Phoenix,10,6,4,Small,Big,0.4,NO,YES,Tyler Schiller,Mark Newnham,7,Soft,NO,1
281,7/1/23,Rosehill,New South Wales,8,Bazooka,13,9.5,3.5,Small,Decent,0.269230769,NO,NO,E Hennessey,David Payne,7,Soft,NO,0
282,7/1/23,Rosehill,New South Wales,9,Logan Street Lion,6.5,7,-0.5,Negative,None/Negative,-0.076923077,NO,NO,Tommy Berry,C J Waller,7,Soft,NO,0
283,7/1/23,Rosehill,New South Wales,10,Titanium Power,16,7.5,8.5,Big,Big,0.53125,NO,NO,Glyn Schofield,Joseph Pride,7,Soft,NO,0
284,8/1/23,Mornington,Victoria,1,So Greysful,5,2.7,2.3,Small,Big,0.46,YES,NO,Carleen Hefel,P G Moody,3,Good,YES,1
285,8/1/23,Mornington,Victoria,2,Nakedness,3.5,5.5,-2,Negative,None/Negative,-0.571428571,NO,NO,Beau Mertens,John McArdle,3,Good,NO,0
286,8/1/23,Mornington,Victoria,3,Reo,10,4.4,5.6,Big,Big,0.56,YES,NO,Damien Thornton,Richard Laming,3,Good,NO,1
287,8/1/23,Mornington,Victoria,4,California Longbow,12,14,-2,Negative,None/Negative,-0.166666667,NO,NO,Brian Higgins,Kane Harris,3,Good,NO,0
288,8/1/23,Mornington,Victoria,5,Tametomo,4.8,7,-2.2,Negative,None/Negative,-0.458333333,NO,NO,Craig Newitt,T Busuttin & N Young,3,Good,NO,0
289,8/1/23,Mornington,Victoria,6,I'm Divine,2.9,2.4,0.5,Minimal,Minimal,0.172413793,NO,YES,Damien Thornton,Matthew Smith,3,Good,YES,1
290,8/1/23,Mornington,Victoria,7,Tax Free Prophet,5.5,2.05,3.45,Small,Huge,0.627272727,YES,NO,Jamie Mott,Jason Warren,3,Good,YES,1
291,9/1/23,Taree,New South Wales,1,Another Spirit,3.5,6,-2.5,Negative,None/Negative,-0.714285714,NO,NO,Ben Looker,J D Shelton,6,Soft,NO,0
292,9/1/23,Taree,New South Wales,2,Iron Hat,2.4,4.4,-2,Negative,None/Negative,-0.833333333,NO,NO,Ashley Morgan,J Bowen,6,Soft,NO,0
293,9/1/23,Taree,New South Wales,3,Donnacan,16,17,-1,Negative,None/Negative,-0.0625,NO,NO,Mikayla Weir,M S Minervini,6,Soft,NO,0
294,9/1/23,Taree,New South Wales,4,Clay Pan Boogie,8.5,10,-1.5,Negative,None/Negative,-0.176470588,NO,NO,Daryl Mclellan,Joseph Burges,6,Soft,NO,0
295,9/1/23,Taree,New South Wales,5,Much More Torque,6.5,3,3.5,Small,Big,0.538461538,NO,YES,Luke Rolls,D G Hodge,6,Soft,YES,1
296,9/1/23,Taree,New South Wales,6,Lady Goodfellow,14,7.5,6.5,Big,Big,0.464285714,NO,YES,John Grisedale,R N Godbolt,6,Soft,NO,1
297,9/1/23,Taree,New South Wales,7,Koondeman,12,13,-1,Negative,None/Negative,-0.083333333,NO,NO,Luke Rolls,J D Shelton,6,Soft,NO,0
298,10/1/23,Rockhampton,Queensland,1,Palace House,3.4,4.2,-0.8,Negative,None/Negative,-0.235294118,NO,NO,Tasha Chambers,Tasha Chambers,4,Good,NO,0
299,10/1/23,Rockhampton,Queensland,2,Divine Purpose,1.9,1.45,0.45,Minimal,Decent,0.236842105,YES,NO,Justin Stanley,Clinton Taylor,4,Good,YES,1
300,10/1/23,Rockhampton,Queensland,3,Kick on Demand,2.1,1.5,0.6,Minimal,Decent,0.285714286,YES,NO,Ashley Butler,Clinton Taylor,4,Good,YES,1
301,10/1/23,Rockhampton,Queensland,4,Aleaco,11,10,1,Minimal,Minimal,0.090909091,NO,NO,Jason Taylor,G R Green,4,Good,NO,0
302,10/1/23,Rockhampton,Queensland,5,Age of Innocence,2.35,2.35,0,No Change,None/Negative,0,NO,NO,Tahlia Fenlon,Nick Walsh,4,Good,YES,0
303,11/1/23,Sandown,Victoria,1,Nunthorpe,2.2,1.6,0.6,Minimal,Decent,0.272727273,YES,NO,Jamie Kah,P G Moody,4,Good,YES,1
304,11/1/23,Sandown,Victoria,2,Attrition,3.35,3.2,0.15,Minimal,Minimal,0.044776119,NO,NO,Jarrod Fry,Mitchell Freedman,4,Good,NO,0
305,11/1/23,Sandown,Victoria,3,Ebony King,16,15,1,Minimal,Minimal,0.0625,NO,NO,Jordan Childs,G M Begg,4,Good,NO,0
306,11/1/23,Sandown,Victoria,4,That’s Incranibull,21,34,-13,Negative,None/Negative,-0.619047619,NO,NO,Michael Dee,Patrick Payne,4,Good,NO,0
307,11/1/23,Sandown,Victoria,5,Marcolt,8.5,6,2.5,Small,Decent,0.294117647,NO,NO,Harry Coffey,Patrick Payne,4,Good,NO,0
308,11/1/23,Sandown,Victoria,6,Sonora,3.4,2.2,1.2,Minimal,Decent,0.352941176,NO,YES,Jamie Kah,C Maher & D Eustace,4,Good,YES,1
309,11/1/23,Sandown,Victoria,7,Field of Praise,10,7.5,2.5,Small,Decent,0.25,NO,NO,Laura Lafferty,Ben & J D Hayes,4,Good,NO,0
310,11/1/23,Sandown,Victoria,8,Joltin' Joe,15,12,3,Small,Decent,0.2,NO,NO,Lachlan King,Paul & T Templeton,4,Good,NO,0
311,11/1/23,Warwick Farm,New South Wales,1,Moscow Night,8.5,5,3.5,Small,Big,0.411764706,NO,NO,Tim Clark,G Waterhouse & A Bott,3,Good,NO,0
312,11/1/23,Warwick Farm,New South Wales,2,Moonlight Grace,5,4,1,Minimal,Decent,0.2,NO,NO,Dylan Gibbons,Allan Kehoe,3,Good,NO,0
313,11/1/23,Warwick Farm,New South Wales,3,Hollywood North,4.2,6.5,-2.3,Negative,None/Negative,-0.547619048,NO,NO,Kerrin Mcevoy,C J Waller,3,Good,NO,0
314,11/1/23,Warwick Farm,New South Wales,4,Chenin,2.8,2.9,-0.1,Negative,None/Negative,-0.035714286,NO,NO,Tyler Schiller,Mark Newnham,3,Good,YES,0
315,11/1/23,Warwick Farm,New South Wales,5,Arranmore,13,10,3,Small,Decent,0.230769231,NO,YES,Tommy Berry,C J Waller,3,Good,NO,1
316,11/1/23,Warwick Farm,New South Wales,6,Command Approved,3,3,0,No Change,None/Negative,0,NO,NO,Tim Clark,Matthew Smith,3,Good,YES,0
317,11/1/23,Warwick Farm,New South Wales,7,Think About It,3,2.35,0.65,Minimal,Decent,0.216666667,YES,NO,Sam Clipperton,Joseph Pride,3,Good,YES,1
318,12/1/23,Pakenham,Victoria,1,The Instructor,3.2,1.9,1.3,Minimal,Big,0.40625,NO,YES,Jordan Childs,G Waterhouse & A Bott,4,Good,YES,1
319,12/1/23,Pakenham,Victoria,2,Lievore,13,7,6,Big,Big,0.461538462,YES,NO,Ethan Brown,N Burke,4,Good,NO,1
320,12/1/23,Pakenham,Victoria,3,South Parade,6,3.5,2.5,Small,Big,0.416666667,YES,NO,Emily Pozman,J D Sadler,4,Good,YES,1
321,12/1/23,Pakenham,Victoria,5,Shaime,7.5,2.3,5.2,Big,Huge,0.693333333,YES,NO,Beau Mertens,C I Brown,4,Good,YES,1
322,12/1/23,Pakenham,Victoria,6,Aminikii,6.5,11,-4.5,Negative,None/Negative,-0.692307692,NO,NO,Ethan Brown,Jason Warren,4,Good,NO,0
323,12/1/23,Pakenham,Victoria,7,Seafield Road,23,9.5,13.5,Huge,Big,0.586956522,YES,NO,Josh Cartwright,N J Harnett,4,Good,NO,1
324,12/1/23,Pakenham,Victoria,8,Waitapu,19,17,2,Minimal,Minimal,0.105263158,NO,NO,Jake Noonan,T Busuttin & N Young,4,Good,NO,0
325,13/1/23,Geelong,Victoria,1,Scuderia,7,3.7,3.3,Small,Big,0.471428571,YES,NO,John Allen,Thomas Carberry,3,Good,NO,1
326,13/1/23,Geelong,Victoria,3,Vallencourt,18,31,-13,Negative,None/Negative,-0.722222222,NO,NO,Maddi Price,Mick Shepherdson,3,Good,NO,0
327,13/1/23,Geelong,Victoria,4,Needsaname,14,13,1,Minimal,Minimal,0.071428571,NO,NO,Harry Grace,Simon Ryan,3,Good,NO,0
